Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
Sensient Technologies Corp.,Materials,Plastics & Polymers,Dyes/Pigments,SXT,0.1048877777777777,0.6811111111111111,83.0,19.28,2852379.6954,0.1894,2.4983,284.032,709.584,1.5298,,4994616076.8,118.29,118.89,116.56
"Texas Community Bancshares, Inc.",Financial Services,Banking,Savings Institutions,TCBS,0.0880622222222222,0.1188888888888889,27.0,33.33,77473.9511,,0.0,5.897,0.0,,,48561147.36,16.67,16.99,16.67
"Consumers Bancorp, Inc.",Financial Services,Banking,Commercial Banking,CBKM,0.1697344444444444,0.1966666666666667,51.0,29.41,46793.2894,,1.3314,11.65,15.511,,,84908925.0,26.810135,27.0,26.75
"Ameriprise Financial, Inc.",Financial Services,Other Financial Services,Investment Advice/Research Services,AMP,0.1372422222222222,-1.2833333333333334,604.0,40.23,135669.5299,0.7905,6.1711,6419.0,39612.0,,,41685277850.8,466.0,466.0,460.6
"Apogee Enterprises, Inc.",Materials,Building Materials,Building Materials/Products,APOG,0.3302966666666667,1.212222222222222,156.0,51.92,670924.0139,0.1891,1.561,182.58,285.0,1.2254,,768615094.14,36.4,36.93,36.15
"Donaldson Co., Inc.",Manufacturing,Industrial Machinery,Turbines,DCI,0.1584377777777777,-0.2033333333333333,212.0,33.02,3903352.6106,0.186,0.992,673.7,668.3,1.25211,,9912541058.37,86.3,86.31,85.45
"Xcel Energy, Inc.",Energy,Utilities,Electric Power Distribution,XEL,0.2227022222222222,0.9877777777777776,932.0,43.35,522657.6602,0.1152,5.9024,5961.0,35184.0,0.59994,,50316126536.0,79.56,80.99,79.4022
Sleep Number Corp.,Consumer Goods,Home & Household,Household/Institutional/Street Furniture,SNBR,0.1747533333333333,-0.7244444444444444,97.0,38.14,26918.5349,0.0313,7.9046,74.412,588.2,0.07421,,56450479.4,2.79,2.79,2.35
U.S. Bancorp,Financial Services,Banking,Commercial Banking,USB,0.0803866666666666,2.3466666666666667,1045.0,28.71,80923.2118,,5.2539,14562.0,76507.0,,,84584813105.05,55.61,55.86,54.36
Bio-Techne Corp.,Software & Technology,Other Software & Technology,Biotechnology Services,TECH,0.0722111111111111,-2.956666666666667,226.0,20.35,6970701.82,0.1696,0.9164,377.55,346.0,2.3819,,7424490172.42,49.39,49.52,47.31
"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,TCMD,0.0993622222222222,-1.5,45.0,24.44,5876765.1941,0.1332,0.0,35.923,0.0,3.69026,,539094614.0,25.35,25.37,23.74
"Electro-Sensors, Inc.",Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,ELSE,0.2520144444444444,1.592222222222222,11.0,63.64,29296078.0094,0.1397,0.0,0.088,0.0,20.85145,,26952387.49,7.63,7.63,7.63
"Table Trac, Inc.",Software & Technology,Software,Applications Software,TBTC,0.2417822222222222,-6.466666666666667,37.0,70.27,5954913.1046,0.2144,0.0,1.73873,0.0,8.46286,,20428702.8,4.47,4.47,4.4
VSE Corp.,Media & Entertainment,Sports,Freight Transport/Logistics,VSEC,0.2521766666666666,-0.3622222222222222,196.0,47.96,5457868.0988,0.2088,2.1686,135.019,292.804,1.42942,,5364808033.92,193.05,195.55,190.03
Marten Transport Ltd.,Transportation,Road,Trucking,MRTN,0.1847822222222222,-5.623333333333333,63.0,53.97,4042237.7541,0.1135,0.0,122.639,0.0,1.80676,,1227100590.4,15.58,15.58,15.04
"Lumen Technologies, Inc. (Louisiana)",Telecommunications,Wired,Wired Telecommunications Services,LUMN,0.2907622222222222,1.2333333333333334,570.0,53.51,145398.945,0.1451,6.7996,2565.0,17441.0,1.76401,,8592794323.8,8.51,8.6,8.16
"Ocean Power Technologies, Inc.",Energy,Renewables,Renewable Energy Equipment,OPTT,0.1185444444444444,-0.5655555555555556,143.0,30.77,11187875.7167,0.3888,-0.0,-20.783,0.0,2.85619,,77215148.2944,0.35,0.3609,0.347
"Brag House Holdings, Inc.",Software & Technology,Software,Games Software,TBH,0.2519866666666666,0.7877777777777778,138.0,46.38,868259.8112,315.1818,-4.0506,-1.49166,6.04213,0.00843,,14121171.125,0.609,0.6599,0.601
"Kodiak Gas Services, Inc.",Energy,Oil & Gas,Gas Utilities,KGS,0.1834766666666666,-1.7355555555555555,254.0,38.19,1287427.9544,0.155,3.5653,718.672,2562.274,0.5742,,6685022923.52,71.83,76.6,71.82
"Mastech Digital, Inc.",Professional Services,HR & Staffing,Recruitment Services,MHH,0.2009722222222222,1.4355555555555557,40.0,47.5,2148005.7449,0.1581,0.0,9.373,0.0,3.21743,,86098868.5,6.31,6.31,6.31
"Ascend Wellness Holdings, Inc.",Consumer Goods,Tobacco & Cannabis,Marijuana Products,AAWH,0.3753244444444444,3.094444444444445,89.0,64.04,83400.3235,0.0724,4.3497,70.907,308.423,0.96737,,115291573.26,0.6,0.6099,0.56095
"Extreme Networks, Inc.",Software & Technology,Networking & Connectivity,LAN/WAN Hardware,EXTR,0.1526388888888889,1.591111111111111,203.0,38.92,1753837.329,0.1111,1.895,93.931,177.995,0.73607,,3179215319.28,24.22,24.5,23.88
J&J Snack Foods Corp.,Consumer Goods,Food & Beverage,Savory Snack Foods,JJSF,0.2377333333333333,-0.8488888888888889,106.0,39.62,1908867.0139,0.1163,0.0111,173.366,1.918,1.72577,,1319677883.92,75.87,76.215,70.26
"Alphabet, Inc.",Software & Technology,Other Software & Technology,Internet Search Engines,GOOGL,0.1585222222222222,-1.2855555555555556,20614.0,41.32,15660479.7007,0.1561,0.3264,156375.0,51043.0,2.00533,,4698559520000.0,393.645,397.44,388.47
IRIDEX Corp.,Healthcare,Medical Devices,Medical Equipment/Supplies,IRIX,0.1995566666666666,1.0333333333333334,88.0,39.77,405320.0281,0.1725,-0.3544,-7.725,2.738,0.76967,,18265117.5,1.03,1.05,1.025
"Intuit, Inc.",Software & Technology,Digital Services,Financial Technology,INTU,0.1284033333333333,-0.2488888888888889,1164.0,34.45,3783551.1489,0.1053,1.0393,5747.0,5973.0,1.36037,,108764349500.0,392.52,400.08,389.0001
"SentinelOne, Inc.",Software & Technology,Digital Services,Online Service Providers,S,0.2244188888888889,0.6844444444444444,498.0,42.57,4521464.2315,0.2873,-0.0,-286.559,0.0,1.74349,,5556715179.68,16.36,16.71,15.64
"NeuroPace, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,NPCE,0.2308255555555555,-1.0766666666666669,99.0,43.43,3684483.5113,0.1608,-2.7732,-21.464,59.525,4.4839,,532003535.83,18.35,18.67,15.58
"RenovoRx, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,RNXT,0.2592488888888888,-0.8288888888888888,108.0,50.0,6312304.085,1.0,-0.0,-10.97,0.0,4.10058,,38294800.1,0.8618,0.91,0.83
Finward Bancorp,Financial Services,Banking,Commercial Banking,FNWD,0.1286711111111111,-2.002222222222222,45.0,40.0,44662.4869,,2.4114,16.465,39.703,,,137449625.64,31.47,31.74,30.585
"National Health Investors, Inc.",Real Estate,REITs,Healthcare REITs,NHI,0.1433766666666666,-0.8644444444444445,121.0,32.23,1674481.8481,0.2275,4.2765,272.14,1163.814,,,3559231330.97,75.77,75.97,73.33
"ReposiTrak, Inc.",Software & Technology,Software,Applications Software,TRAK,0.2015177777777778,1.2977777777777777,174.0,36.78,18441942.9431,0.2018,0.0709,7.19647,0.50998,6.09023,,178575452.1,10.16,10.2,9.6247
"HNO International, Inc.",Energy,Renewables,Renewable Energy Generation,HNOI,0.3293044444444444,-4.7444444444444445,16.0,81.25,2072113.6512,5.0895,-0.2308,-6.21654,1.43487,0.12408,,11607706.746,0.114,0.114,0.114
"Coastal Carolina Bancshares, Inc.",Financial Services,Banking,Commercial Banking,CCNB,0.1056022222222222,-7.988888888888889,5.0,40.0,55717.1139,,,,22.0,,,109202356.8,14.5,14.85,14.36
"Track Group, Inc.",Software & Technology,Electronics,Electronic Navigation/Tracking Systems,TRCK,0.2484866666666667,-1.0177777777777777,13.0,69.23,263089.3768,0.1833,7.9285,5.3883,42.72094,1.26885,,22734352.85,0.55,0.55,0.55
"Beasley Broadcast Group, Inc.",Media & Entertainment,Broadcasting,Radio Broadcasting,BBGI,0.8802144444444445,0.3844444444444445,133.0,87.22,48504.3803,0.2145,12.4718,19.8141,247.11772,1.30768,,32495462.93,17.18,18.84,17.03
"Harrow, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,HROW,0.2287233333333333,-3.745555555555556,179.0,55.87,2451416.4646,0.4072,4.9207,49.421,243.184,2.05839,,1417880896.8,38.82,39.84,37.3
"HCA Healthcare, Inc.",Healthcare,Healthcare Services,Hospital Care,HCA,0.1339266666666666,-0.9266666666666667,706.0,39.8,850255.4091,0.1437,3.0018,15488.0,46492.0,0.86428,,94585835526.0,435.68,437.58,420.97
"Cumberland Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,CPIX,0.2260288888888889,-0.6844444444444444,124.0,41.13,790928.8999,0.3806,3.8728,1.35321,5.24073,0.83916,,68472798.99,4.54,4.67,4.43
Atmus Filtration Technologies Inc.,Manufacturing,Automotive,Motor Vehicle Parts,ATMU,0.13251,-1.4466666666666663,147.0,34.01,2852915.4414,0.1814,1.7929,319.1,572.1,1.65698,,4622659424.8,55.71,57.09,55.235
"SharkNinja, Inc.",Consumer Goods,Home & Household,Household Appliances,SN,0.1658022222222222,-3.132222222222222,315.0,41.59,3414319.1476,0.2782,0.6885,1069.197,736.139,1.47104,,15212025538.71,111.08,111.08,106.65
"Candel Therapeutics, Inc.",Healthcare,Biotech & Research,Biological Therapy,CADL,0.2567866666666666,-2.9355555555555553,113.0,56.64,9597294.7059,,-0.3863,-32.351,12.498,2.76597,,648441615.15,8.5,9.2554,8.5
"Rocky Brands, Inc.",Consumer Goods,Apparel & Textiles,Footwear,RCKY,0.0964966666666666,-0.9377777777777778,78.0,12.82,694587.7454,0.1723,2.4006,51.087,122.642,0.93186,,260931159.8,37.09,37.6,34.42
"Commercial Vehicle Group, Inc.",Manufacturing,Automotive,Trucks/Lorries/Vans,CVGI,0.1981855555555555,-0.8666666666666667,32.0,46.88,438711.3155,0.1329,5.4063,19.753,106.79,1.33612,,188903919.5,5.12,5.33,4.89
"Rush Enterprises, Inc.",Retail,Auto Retail,Motor Vehicle Dealing,RUSHB,0.2043011111111111,-1.9444444444444444,84.0,40.48,1492103.7486,0.0389,2.0168,652.309,1315.548,0.37308,,5538923038.09,68.1,68.6,66.64
"BioXcel Therapeutics, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,BTAI,0.2624822222222222,-5.241111111111111,179.0,53.07,148264.5321,0.0578,-1.5894,-64.495,102.508,1.65137,,32489503.2,1.2,1.24,1.19
"Basanite, Inc.",Media & Entertainment,Advertising & Marketing,Digital Marketing Services,BASA,0.68815,-3.637777777777778,9.0,77.78,389852.5502,0.1168,-6.7833,-0.67701,4.59236,0.01463,,5913094.564,0.0221,0.0221,0.0221
"Arvinas, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,ARVN,0.1622455555555555,-2.785555555555556,196.0,46.43,1316698.786,0.0244,-0.0036,-111.9,0.4,4.91719,,623238779.52,10.11,10.3825,9.56
Biohaven Ltd.,Healthcare,Pharmaceuticals,Drug Discovery/Development,BHVN,0.36454,-14.97222222222222,797.0,73.02,2053822.2363,,-0.3248,-735.456,238.9,3.17706,,1367093789.2,9.77,9.99,8.975
"Orchestra Biomed Holdings, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,OBIO,0.1556211111111111,-1.1444444444444444,100.0,29.0,3250710.9054,0.0349,-0.2233,-63.993,14.292,4.2573,,234133595.65,4.05,4.11,3.9
"FB Bancorp, Inc.",Financial Services,Banking,Banking,FBLA,0.1673444444444444,-2.4166666666666665,18.0,33.33,151570.9079,,0.0,10.566,0.0,,,237702176.36,14.15,14.15,13.97
Entergy Corp.,Energy,Utilities,Electric Utilities,ETR,0.1128033333333333,0.951111111111111,1158.0,29.36,567840.9448,0.0734,5.398,5752.211,31050.395,0.50677,,51727477105.59,112.49,113.315,111.8
"Fifth District Bancorp, Inc.",Financial Services,Banking,Banking,FDSB,0.1074788888888888,-7.253333333333333,22.0,31.82,119346.8209,,-0.0,-0.738,0.0,,,79869154.8,15.11,15.175,15.1
"Electromed, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,ELMD,0.1505322222222222,-4.747777777777778,98.0,40.82,12154008.282,0.4079,0.0,11.044,0.0,3.9915,,214578866.09,27.01,27.24,25.7
Cineverse Corp.,Media & Entertainment,"Film, TV & Streaming",Cinema Film Distribution,CNVS,0.2361877777777778,-2.126666666666667,130.0,50.0,968747.3049,0.2015,0.0,11.721,0.0,1.10588,,54514856.96,2.56,2.625,2.5001
"Octave Specialty Group, Inc.",Financial Services,Insurance,Non-life Insurance,OSG,0.1542299999999999,-0.8211111111111111,172.0,33.72,99789.4317,,-7.6252,-15.417,117.558,,,250725707.44,5.27,5.94,5.27
"ABM Industries, Inc.",Construction,Other Construction,Services to Facilities/Buildings,ABM,0.2189522222222222,-1.322222222222222,101.0,47.52,397081.5473,0.1904,3.6719,430.7,1581.5,1.4848,,2305607779.8,40.24,40.24,39.22
American Express Co.,Financial Services,Lending & Credit,Credit Cards,AXP,0.1746111111111111,-1.07,1587.0,40.77,479645.6795,0.7965,13.5233,15547.0,210246.0,,,213104194677.76,315.29,316.3,311.83
"Annaly Capital Management, Inc.",Real Estate,REITs,Mortgage REITs,NLY,0.0853166666666666,-2.686666666666667,143.0,32.17,82548.6049,0.1301,55.1525,2106.684,116188.855,,,16443498578.76,22.61,22.63,22.395
Vince Holding Corp.,Retail,Clothing & Fashion Retail,Clothing Retail,VNCE,0.2884622222222222,-1.82,66.0,54.55,177613.1219,0.1122,1.7151,11.169,19.156,0.50893,,53573215.98,4.64,4.71,4.0
Ark Restaurants Corp.,Hospitality,Food & Drink,Full-service Restaurants,ARKR,0.2037944444444444,-0.38,36.0,52.78,150510.5177,0.0128,1.9474,1.806,3.517,0.68161,,25279160.57,7.04,7.1,6.755
"Hoth Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,HOTH,0.1271455555555555,-0.3533333333333333,120.0,33.33,9084522.672,,-0.0,-8.21543,0.0,9.19739,,12626157.1443,0.66,0.6672,0.65
"BlackRock Finance, Inc.",Financial Services,Investment Management,Asset Management,BLK,0.11401,-0.1933333333333333,8696.0,30.95,925861.4982,0.213,1.391,9179.0,12768.0,,,176083139289.12,1084.0,1088.35,1072.52
The Bank of New York Mellon Corp.,Financial Services,Other Financial Services,Investment Advice/Research Services,BK,0.0891455555555555,0.1933333333333333,1667.0,34.55,127487.9489,,4.8187,11059.0,53290.0,,,90938359672.05,130.85,132.55,130.55
DT Cloud Star Acquisition Corp.,Financial Services,Holding Companies,Shell Company,DTSQU,0.3493833333333333,-1.9833333333333336,48.0,62.5,21478562.0248,,-0.0,-0.55717,0.0,0.20933,,41055914.3193,10.85,10.9475,10.85
Bold Eagle Acquisition Corp.,Financial Services,Holding Companies,Shell Company,BEAG,0.5914655555555555,-0.5288888888888889,1.0,100.0,20030445.0437,,-2.9876,-0.25337,0.75697,1.14377,,330091720.0,10.54,10.54,10.54
"Citigroup, Inc.",Financial Services,Banking,International Banks,C,0.3880666666666666,-0.1211111111111111,9452.0,73.94,52676.3159,,15.2096,46471.0,706803.0,,,214646859786.75,125.55,128.09,124.76
Central Securities Corp.,Financial Services,Investment Management,Investment Trusts,CET,0.0335466666666666,2.827777777777778,69.0,5.8,274821118.6066,0.1138,0.0,15.63679,0.0,,,1557837250.8,52.9,52.94,52.9
Curbline Properties Corp.,Real Estate,REITs,Retail REITs,CURB,0.0999411111111111,-2.1655555555555557,109.0,31.19,3160549.9223,0.2404,4.1081,103.026,423.239,2.50617,,2952990845.12,27.96,28.28,27.76
"W.P. Carey, Inc.",Real Estate,REITs,Industrial/Office REITs,WPC,0.0898422222222222,-3.186666666666667,167.0,23.35,1002464.6335,0.0006,6.1877,1409.692,8722.69,,,16493830725.25,74.42,74.62,73.82
"Sprinklr, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,CXM,0.2644877777777777,-0.3011111111111111,211.0,47.39,1275892.8981,0.3641,0.0,45.567,0.0,1.65016,,1216637962.8,5.31,5.405,5.1
"Bakkt, Inc.",Software & Technology,AI & Emerging Tech,Cryptocurrency Exchanges,BKKT,0.2514566666666666,-2.3055555555555554,216.0,49.54,1058561.777,0.0072,-0.0,-72.577,0.0,1.33493,,415438400.32,10.07,10.31,9.5127
"Evercore, Inc.",Financial Services,Other Financial Services,Investment Advice/Research Services,EVR,0.1195644444444444,-0.6577777777777777,234.0,35.9,2496457.2382,0.1976,0.7067,832.357,588.224,2.16339,,13840829081.1,340.44,343.61,333.98
"ExlService Holdings, Inc.",Professional Services,Consulting,Business Consultancy,EXLS,0.1276177777777777,2.688888888888889,185.0,28.65,3505271.5961,0.1876,0.8063,372.998,300.758,2.56061,,4612516686.89,31.02,31.12,30.01
"New Fortress Energy, Inc.",Energy,Oil & Gas,Gas Utilities,NFE,0.4231877777777778,-0.2244444444444444,508.0,57.68,10919.7705,0.2011,11.1804,796.761,8908.079,0.86099,,199344422.235,0.69,0.7125,0.6564
Franklin BSP Capital Corp.,Financial Services,Investment Management,Business Development Companies/Venture Capital Trusts,FRBP,0.1483166666666666,-1.1133333333333333,21.0,33.33,352343.2702,0.0309,11.0112,189.398,2085.496,,,1280885291.44,9.22,9.22,9.22
Horizon Space Acquisition II Corp.,Financial Services,Holding Companies,Shell Company,HSPTU,0.4431422222222222,0.6566666666666663,47.0,63.83,22427501.875,,-0.9162,-1.08052,0.99,0.02189,,50431228.845,9.1,10.0,8.95
"General American Investors Co., Inc.",Financial Services,Investment Management,Investment Trusts,GAM,0.1486466666666666,3.2255555555555557,58.0,43.1,56187063.9863,0.4116,0.0,13.45489,0.0,,,1740859689.9042,64.68,65.0,64.35
"Motomova, Inc.",Energy,Oil & Gas,Oil/Gas Exploration,MTMV,,,,,52197666.7069,0.0271,,,0.94995,0.03345,,84153967.8,0.3,0.3,0.3
"Talkspace, Inc.",Healthcare,Healthcare Services,Mental Healthcare,TALK,0.0910366666666666,-1.5611111111111111,126.0,27.78,29150313.2289,0.0702,0.0,7.052,0.0,6.38434,,867124491.9,5.19,5.2,5.18
G-III Apparel Group Ltd.,Consumer Goods,Apparel & Textiles,Clothing,GIII,0.1621188888888889,0.7188888888888889,110.0,40.0,953022.9235,0.1964,0.0187,328.714,6.159,1.6793,,1276647824.62,31.8,32.06,30.25
Genco Shipping & Trading Ltd.,Transportation,Marine,Marine Freight,GNK,0.2048288888888889,1.4833333333333334,212.0,41.51,2838359.554,0.0445,3.1052,60.892,189.08,1.83387,,1143026047.73,26.0,26.61,25.89
Saratoga Investment Corp.,Financial Services,Investment Management,Business Development Companies/Venture Capital Trusts,SAR,0.1481733333333333,0.4588888888888888,95.0,41.05,266718.7132,0.0021,14.8679,53.41463,794.16285,,,355124938.84,22.3,22.3,21.83
"Stubhub Holdings, Inc.",Media & Entertainment,Venues & Attractions,Ticket Agents,STUB,0.5972888888888889,0.3644444444444444,984.0,78.15,457570.9408,0.0062,14.7483,158.087,2331.507,0.93427,,2833761518.28,7.6,7.73,7.475
"Braze, Inc.",Software & Technology,Software,Customer Relationship Management Software,BRZE,0.0921744444444444,2.2555555555555555,79.0,18.99,3562088.6269,0.1718,-0.0,-111.559,0.0,1.98481,,2351791592.46,21.52,22.2,20.38
"AlTi Global, Inc.",Financial Services,Holding Companies,Shell Company,ALTI,0.1681022222222222,0.7555555555555555,72.0,43.06,543602.9245,0.3388,-0.0,-42.026,0.0,,,541275688.8,3.91,3.92,3.5
"Fluent, Inc.",Media & Entertainment,Advertising & Marketing,Advertising Services,FLNT,0.25916,1.96,74.0,47.3,703469.245,0.1827,-4.3963,-8.093,35.579,1.01968,,80502422.4,2.75,2.79,2.6
"LifeMD, Inc.",Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,LFMD,0.5908966666666667,-0.1766666666666666,958.0,81.73,2695752.803,0.048,-0.0,-0.36124,0.0,1.18003,,212311418.9,4.72,4.87,4.365
"Crisp Momentum, Inc.",Software & Technology,AI & Emerging Tech,Blockchain Technology,CRSF,0.2234777777777777,4.184444444444445,32.0,40.62,219484444.7787,,-0.0479,-0.64651,0.031,0.60575,,184260946.779,0.06929,0.0899,0.0212
"Reservoir Media, Inc.",Media & Entertainment,Publishing,Music/Sound Publishing,RSVR,0.2335755555555555,4.0311111111111115,67.0,50.75,782877.7072,0.2385,6.3255,61.36027,388.13475,1.13032,,652722179.05,10.19,10.19,9.88
"Ziff Davis, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,ZD,0.3240211111111111,-0.82,183.0,50.82,484852.0645,0.4597,2.0181,429.356,866.5,1.27485,,1543219083.0,41.38,42.14,40.36
"Kaltura, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,KLTR,0.2811522222222222,-0.1222222222222221,82.0,52.44,774828.8234,0.0904,13.4733,2.155,29.035,0.71696,,204509649.12,1.4,1.43,1.3
Seritage Growth Properties,Real Estate,REITs,Retail REITs,SRG,0.1584766666666666,1.1366666666666667,54.0,42.59,328896.3246,0.448,-6.2492,-38.405,240.0,,,149823454.62,2.7,2.7,2.645
Ladder Capital Corp.,Real Estate,Mortgage & Finance,Mortgage Banks/Real Estate Credit,LADR,0.1212677777777777,2.5455555555555556,83.0,27.71,210888.352,0.0407,35.5034,98.875,3510.402,,,1289447648.4,10.24,10.285,10.06
"Lexeo Therapeutics, Inc.",Healthcare,Biotech & Research,Genomics,LXEO,0.13344,-1.1166666666666667,159.0,29.56,13094484.3334,,-0.0078,-108.669,0.845,11.20847,,480545992.44,6.0,6.43,5.93
"LivePerson, Inc.",Software & Technology,Software,Applications Software,LPSN,0.1470122222222222,-0.9444444444444444,149.0,36.24,34245.9291,0.1243,-656.2546,-0.597,391.784,1.1187,,28491903.18,2.51,2.51,2.33
"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REITs,Mortgage REITs,ARI,0.1144977777777777,-0.9588888888888888,57.0,28.07,108593.5912,0.0968,73.7197,107.407,7918.012,,,1456032733.92,10.99,11.04,10.94
"S&P Global, Inc.",Financial Services,Investment Management,Rating Agencies,SPGI,0.1369066666666666,0.4066666666666667,463.0,34.99,2486273.013,0.2244,1.6866,7760.0,13088.0,0.82441,,124616000000.0,417.95,422.7,416.89
AMC Robotics Corp.,Manufacturing,Industrial Machinery,Industrial Electrical Equipment,AMCI,0.7256611111111111,-6.171111111111111,116.0,71.55,42519956.4012,,-1.2982,-0.87082,1.1305,0.00456,,124274496.5,5.83,6.1,5.5
